"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence","shape_dist_traveled"
"1287822","39.803101","-104.953831","683",
"1287822","39.803121","-104.953819","684",
"1287822","39.803121","-104.953819","685",
"1287822","39.803141","-104.953808","686",
"1287822","39.803141","-104.953808","687",
"1287822","39.803162","-104.953797","688",
"1287822","39.803162","-104.953797","689",
"1287822","39.803182","-104.953785","690",
"1287822","39.803182","-104.953785","691",
"1287822","39.803202","-104.953774","692",
"1287822","39.803202","-104.953774","693",
"1287822","39.803223","-104.953763","694",
"1287822","39.803223","-104.953763","695",
"1287822","39.815008","-104.947145","696",
"1287822","39.815008","-104.947145","697",
"1287822","39.815054","-104.94712","698",
"1287822","39.815054","-104.94712","699",
"1287822","39.8151","-104.947094","700",
"1287822","39.8151","-104.947094","701",
"1287822","39.815146","-104.947068","702",
"1287822","39.815146","-104.947068","703",
"1287822","39.815193","-104.947042","704",
"1287822","39.815193","-104.947042","705",
"1287822","39.815239","-104.947016","706",
"1287822","39.815239","-104.947016","707",
"1287822","39.815285","-104.94699","708",
"1287822","39.815285","-104.94699","709",
"1287822","39.815331","-104.946965","710",
"1287822","39.815331","-104.946965","711",
"1287822","39.815378","-104.946939","712",
"1287822","39.815378","-104.946939","713",
"1287822","39.815424","-104.946914","714",
"1287822","39.815424","-104.946914","715",
"1287822","39.815712","-104.94676","716",
"1287822","39.815712","-104.94676","717",
"1287822","39.816002","-104.946612","718",
"1287822","39.816002","-104.946612","719",
"1287822","39.816293","-104.94647","720",
"1287822","39.816293","-104.94647","721",
"1287822","39.816586","-104.946333","722",
"1287822","39.816586","-104.946333","723",
"1287822","39.816634","-104.946311","724",
"1287822","39.816634","-104.946311","725",
"1287822","39.816681","-104.94629","726",
"1287822","39.816681","-104.94629","727",
