"service_id","date","exception_type"
"BC8E133C","20250619","1"
"BC8E133C","20250620","1"
"BC8E133C","20250623","1"
"BC8E133C","20250624","1"
"BC8E133C","20250625","1"
"BC8E133C","20250626","1"
"BC8E133C","20250627","1"
"BC8E133C","20250630","1"
"BC8E133C","20250701","1"
"BC8E133C","20250702","1"
"BC8E133C","20250703","1"
"BC8E133C","20250707","1"
"BC8E133C","20250708","1"
"BC8E133C","20250709","1"
"BC8E133C","20250710","1"
"BC8E133C","20250711","1"
"BC8E133C","20250714","1"
"BC8E133C","20250715","1"
"BC8E133C","20250716","1"
"BC8E133C","20250717","1"
"BC8E133C","20250718","1"
"BC8E133C","20250721","1"
"BC8E133C","20250722","1"
"BC8E133C","20250723","1"
"BC8E133C","20250724","1"
"BC8E133C","20250725","1"
"BC8E133C","20250728","1"
"BC8E133C","20250729","1"
"BC8E133C","20250730","1"
"BC8E133C","20250731","1"
"BC8E133C","20250801","1"
"BC8E133C","20250804","1"
"BC8E133C","20250805","1"
"BC8E133C","20250806","1"
"BC8E133C","20250807","1"
"BC8E133C","20250808","1"
"BC8E133C","20250811","1"
"BC8E133C","20250812","1"
"BC8E133C","20250813","1"
"BC8E133C","20250814","1"
"BC8E133C","20250815","1"
"BC8E133C","20250818","1"
"BC8E133C","20250819","1"
"BC8E133C","20250820","1"
"BC8E133C","20250821","1"
"BC8E133C","20250822","1"
"BC8E133C","20250825","1"
"BC8E133C","20250826","1"
"BC8E133C","20250827","1"
"BC8E133C","20250828","1"
"BC8E133C","20250829","1"
"939CA82E","20250602","1"
"247E0C8F","20250609","1"
"247E0C8F","20250616","1"
"247E0C8F","20250623","1"
"247E0C8F","20250624","1"
"247E0C8F","20250625","1"
"247E0C8F","20250626","1"
"247E0C8F","20250627","1"
"247E0C8F","20250630","1"
"247E0C8F","20250701","1"
"247E0C8F","20250702","1"
"247E0C8F","20250703","1"
"247E0C8F","20250707","1"
"247E0C8F","20250708","1"
"247E0C8F","20250709","1"
"247E0C8F","20250710","1"
"247E0C8F","20250711","1"
"247E0C8F","20250714","1"
"247E0C8F","20250715","1"
"247E0C8F","20250716","1"
"247E0C8F","20250717","1"
"247E0C8F","20250718","1"
"247E0C8F","20250721","1"
"247E0C8F","20250722","1"
"247E0C8F","20250723","1"
"247E0C8F","20250724","1"
"247E0C8F","20250725","1"
"247E0C8F","20250728","1"
"247E0C8F","20250729","1"
"247E0C8F","20250730","1"
"247E0C8F","20250731","1"
"247E0C8F","20250801","1"
"247E0C8F","20250804","1"
"247E0C8F","20250805","1"
"247E0C8F","20250806","1"
"247E0C8F","20250807","1"
"247E0C8F","20250808","1"
"247E0C8F","20250811","1"
"247E0C8F","20250812","1"
"247E0C8F","20250813","1"
"247E0C8F","20250814","1"
"247E0C8F","20250815","1"
"247E0C8F","20250818","1"
"247E0C8F","20250819","1"
